"gene","median","hazard_ratio","p_value","coefficient"
"LINC00670",0,0.926588663370803,0.61396775375863,-0.0762455407271387
"MTUS2-AS1",1.5108125274594,0.934283010535172,0.617047170511109,-0.0679758775129922
"LINC00311",1.73603726719015,1.19823147594774,0.185138342468469,0.180846699683143
"LINC00174",428.43997586617,1.03301244143294,0.811265313712392,0.0324792340465266
"LINC01699",0,1.08422931012729,0.685967621244866,0.0808694213537032
"EIF3J-DT",164.625069955347,1.13929144289223,0.338509080615086,0.13040652784692
"LINC00305",0,1.45519287958932,0.150063325293327,0.375138455129345
"PCBP1-AS1",386.518455507149,0.762339221956886,0.0493258685573766,-0.271363649183903
"PIK3CD-AS1",1.39343516614693,0.793966575343993,0.0926446196561848,-0.230713915165175
"LINC00652",5.85568845460152,0.908441340751787,0.481277296467087,-0.0960249603721351
"ACTA2-AS1",14.3013043715444,0.740009521710596,0.0277894807737221,-0.301092225690223
"PRNT",0,0.817575656968186,0.37180571015121,-0.20141183374284
"LINC00304",1.22759287620639,0.86302953529333,0.279714056795979,-0.14730636450597
"LINC02363",4.35734847382727,1.07756484760483,0.583772683000626,0.0747037245767714
"WDFY3-AS2",41.9937751124818,1.37513955722998,0.0201064186327325,0.318555222135405
"CSNK1G2-AS1",1.36915801417056,0.690312499066034,0.0068634610061561,-0.370610886720662
"LINC01559",77.8675585804428,0.866116673473529,0.294268231368714,-0.143735652619807
"LINC01555",0.560729865689089,1.27729431497938,0.0729065595042221,0.244744024245904
"ST20",88.1272011433856,1.06096203369533,0.663488071300136,0.0591760754810743
"FER1L6-AS1",0,0.992351011251832,0.963567242817551,-0.00767839229684311
"HECW1-IT1",0,1.09264831360537,0.648681246406547,0.0886043949340997
"LINC00471",9.24043615751469,0.839330408201722,0.200110052918122,-0.175150838117489
"CELF2-AS1",1.78517592422543,0.784070377912196,0.0744235019567045,-0.243256494915464
"OGFRP1",55.938287648168,1.15222875759921,0.299593593674079,0.141698116865304
